,index,longitude,latitude,coordinate,true class,feature1,feature2,true target,noisy target,predicted z,confidence,predicted y,reordered predicted z
13,548,9.962632220910097,5.681660436885005,POINT (9.962632220910097 5.681660436885005),1,0.4485571649626954,0.7850711539527873,1.8037706268210572,1.814331365354444,1,1.0,1.8037706268210572,1
14,549,7.556116670650018,9.889463791168243,POINT (7.556116670650018 9.889463791168243),1,0.2428254769825027,0.9739217441109072,2.1645907093152243,2.341130229141532,1,0.53,2.1645907093152243,1
15,550,8.824008906618257,8.221637196454642,POINT (8.824008906618259 8.221637196454644),1,0.3930033535116324,0.44735891847831055,0.7350801089465641,0.7074112192059355,1,1.0,0.735080108946564,1
16,518,3.260286276736972,9.020021704160893,POINT (3.260286276736972 9.020021704160893),1,0.2861939165670715,0.3838326722861933,0.4376919334256515,0.3421015012922349,1,1.0,0.43769193342565127,1
17,517,2.5911850971847348,7.121892642933737,POINT (2.591185097184735 7.121892642933737),1,0.5047659502415832,0.5945011417269607,1.2882693754224652,1.1340718697880106,1,1.0,1.2882693754224652,1
18,515,7.799955522292852,9.295894076022227,POINT (7.799955522292853 9.295894076022227),1,0.5832594960547227,0.8064520969791421,2.0026157869921493,1.918641972175492,1,1.0,2.002615786992149,1
19,514,3.0630018316180565,9.77200188257282,POINT (3.063001831618056 9.77200188257282),1,0.019747550644278574,0.7191533335672643,1.1772075513460711,1.159031043078971,1,1.0,1.1772075513460714,1
20,482,9.25615650383444,6.2718876795541325,POINT (9.25615650383444 6.271887679554133),1,0.5164637510330353,0.13522754230553202,-0.07785362205036861,-0.110203940090824,1,1.0,-0.07785362205036861,1
21,484,8.380638234318237,7.8998315483379455,POINT (8.380638234318237 7.899831548337946),1,0.8695466774227739,0.8408632234853917,2.3921363478789495,2.2092270778576517,1,1.0,2.392136347878949,1
22,488,3.3997945488613066,7.812320854405045,POINT (3.399794548861307 7.812320854405045),1,0.5491561125445745,0.02550579853557655,-0.3743264918486958,-0.3868700309606768,1,1.0,-0.3743264918486958,1
23,489,2.429927409470632,9.467301441015897,POINT (2.429927409470631 9.467301441015895),1,0.8956478320234038,0.7715815263360246,2.210392411031477,1.8181690415902865,1,1.0,2.2103924110314774,1
24,491,0.6746775893046986,5.483534076686455,POINT (0.6746775893046986 5.483534076686455),1,0.844188463513879,0.6934415432964411,1.9245130934032024,1.9185052487611804,1,1.0,1.9245130934032024,1
25,493,7.8732169357943915,1.7276753207786288,POINT (7.873216935794391 1.727675320778629),1,0.6877445605736201,0.7652717164409237,1.9835597098963906,2.1687629960577457,1,1.0,1.9835597098963913,1
26,496,8.335808851059317,2.7298176567387733,POINT (8.335808851059317 2.729817656738773),1,0.7238344972937405,0.6202230344131165,1.58450360053309,1.4122475306387523,1,1.0,1.5845036005330901,1
27,551,7.337832883319543,8.121857428319542,POINT (7.337832883319544 8.121857428319542),1,0.5050434807156681,0.8263187917475237,1.9839998559582392,2.1544563794105294,1,1.0,1.983999855958239,1
28,497,5.860897789082289,7.9957168399079634,POINT (5.860897789082289 7.995716839907963),1,0.3508308773857468,0.06266277033901403,-0.4611808115972112,-0.4294444926463461,1,1.0,-0.4611808115972111,1
29,501,7.156268073103987,0.3319068387477908,POINT (7.156268073103988 0.3319068387477908),1,0.3467490347660731,0.5302318308180534,0.9374445272202332,1.0128127603546608,1,1.0,0.9374445272202332,1
30,503,7.438848957957924,2.5633710087138226,POINT (7.438848957957922 2.563371008713823),1,0.599988842658917,0.7058696111827748,1.7175976762072414,1.5077399329246313,1,1.0,1.7175976762072414,1
31,504,3.678257738088852,3.7192357088122923,POINT (3.678257738088852 3.719235708812292),1,0.8341914889712498,0.3321394669641812,0.8306098898637932,0.8040561218812353,1,1.0,0.8306098898637934,1
32,505,3.8788188987550662,7.1040345440382175,POINT (3.878818898755067 7.104034544038218),1,0.7819891478035267,0.6159838616289789,1.6299407326904634,1.6758084677599765,1,1.0,1.6299407326904634,1
33,507,1.1293964531285583,9.482163667268598,POINT (1.129396453128558 9.482163667268598),1,0.6606051388132782,0.5616395228099793,1.3455237072432158,1.391462858707917,1,1.0,1.345523707243216,1
34,509,1.3819240638954478,8.611609892731376,POINT (1.381924063895448 8.611609892731376),1,0.5630464158526776,0.9483463999550644,2.4080856157178707,2.498922918987577,1,1.0,2.4080856157178707,1
35,510,3.2672123294019757,9.941256874134424,POINT (3.267212329401976 9.941256874134424),1,0.9849864328180852,0.9967666245929814,2.9752863065970288,2.9341431176929254,1,1.0,2.975286306597029,1
36,998,1.841679396876258,9.951206559021935,POINT (1.841679396876258 9.951206559021937),1,0.2121887784397828,0.2848986444912822,0.06688471191362932,0.07662220356656392,1,1.0,0.06688471191362944,1
37,480,2.319987990163833,9.429643426044805,POINT (2.319987990163833 9.429643426044803),1,0.8493057232923058,0.5778773224596759,1.5829376906713335,1.4675468488751675,1,1.0,1.5829376906713337,1
38,553,6.844784141384808,7.483531390740607,POINT (6.844784141384807 7.483531390740606),1,0.5795359563931537,0.6896330658474658,1.6484351539355506,1.6492047329732582,1,1.0,1.6484351539355508,1
39,556,3.0595827431497447,7.023194433143868,POINT (3.059582743149745 7.023194433143867),1,0.6677506960020629,0.6782471349478983,1.702492100845758,1.691098744181186,1,1.0,1.7024921008457579,1
40,604,4.040951286242583,7.374158690987808,POINT (4.040951286242583 7.374158690987807),1,0.4256077193629907,0.8400217376062034,1.9456729321816009,1.9679401832408767,1,1.0,1.9456729321816009,1
41,610,2.8472630660539187,4.004707646747389,POINT (2.847263066053919 4.004707646747389),1,0.9951231500436128,0.22516872346832728,0.6706293204485947,0.6460020812196394,1,1.0,0.6706293204485947,1
42,612,7.159377407797617,1.6599837455380384,POINT (7.159377407797617 1.659983745538038),1,0.8224233469766186,0.9412440981951118,2.646155641561954,2.4415016911057035,1,1.0,2.646155641561954,1
43,614,1.322693842168554,8.423036099293874,POINT (1.322693842168554 8.423036099293874),1,0.6046958735623026,0.5277505640664383,1.1879475657616174,1.3172955176670502,1,1.0,1.1879475657616174,1
44,617,6.0459362819609055,0.8251026417563434,POINT (6.045936281960905 0.8251026417563434),1,0.10164138996396356,0.008469451935770533,-0.8729502542287249,-0.8928852984320199,1,1.0,-0.8729502542287249,1
45,619,2.1989736881506525,3.7096580289222016,POINT (2.198973688150653 3.709658028922202),1,0.6280136570497671,0.7882722658437125,1.992830454580904,1.9735611279893557,1,1.0,1.9928304545809046,1
46,621,4.496936795796861,8.660764151402272,POINT (4.496936795796861 8.660764151402274),1,0.8294053744248107,0.939304847565388,2.647319917120975,2.720858461368099,1,1.0,2.6473199171209747,1
47,623,3.763959676839936,2.015620470675921,POINT (3.763959676839936 2.015620470675922),1,0.9979007157253724,0.2021251653452375,0.6042762117610849,0.6857833809558742,1,1.0,0.6042762117610849,1
48,624,0.7331737299189067,4.3412535782834505,POINT (0.7331737299189067 4.34125357828345),1,0.01518407341728234,0.5070434999769756,0.5363145733482091,0.5300928166185894,1,1.0,0.5363145733482091,1
49,626,3.410706013198596,8.265813141234087,POINT (3.410706013198595 8.265813141234087),1,0.2067946729263156,0.8072910215898209,1.6286677376957783,1.4714423328525423,1,1.0,1.6286677376957783,1
50,627,7.7852297068656435,9.979187486279914,POINT (7.785229706865644 9.979187486279914),1,0.5799720832108336,0.06957264321010781,-0.21130998715884294,-0.2274109589350885,1,1.0,-0.21130998715884297,1
51,629,2.1391786507502486,4.5799309351874635,POINT (2.139178650750249 4.579930935187463),1,0.3904248599444923,0.7253818465049497,1.5665703994593416,1.554791354335275,1,1.0,1.5665703994593416,1
52,632,1.5392256299370757,4.475448015092165,POINT (1.539225629937075 4.475448015092165),1,0.9259252915552404,0.7859421495973176,2.2837517403471934,2.3450293303891616,1,1.0,2.283751740347193,1
53,634,4.2805681546844525,7.1189072090742185,POINT (4.280568154684453 7.118907209074219),1,0.3134100876804329,0.2102354831409408,-0.05588346289674484,-0.10480478857511297,1,1.0,-0.05588346289674473,1
54,636,4.328800782017597,5.279739822250939,POINT (4.328800782017597 5.279739822250939),1,0.8826518864405539,0.8047256097671028,2.2968287157418623,2.098873535486759,1,1.0,2.2968287157418623,1
55,599,2.011850614897233,4.196157447290214,POINT (2.011850614897233 4.196157447290214),1,0.4151739470847125,0.1564514811796549,-0.11547160937632285,-0.1672897527637155,1,1.0,-0.11547160937632284,1
56,596,2.06337708019803,8.258557583900199,POINT (2.06337708019803 8.258557583900199),1,0.4685818993937939,0.9445361962991796,2.3021904882913327,2.3505017378075066,1,1.0,2.3021904882913327,1
57,595,3.8474895409717598,3.1565053029733923,POINT (3.84748954097176 3.156505302973392),1,0.16301991866264098,0.4065609134827779,0.3827026591109748,0.4195883180366729,1,1.0,0.3827026591109747,1
58,589,3.973272575266295,9.913864020802203,POINT (3.973272575266295 9.913864020802205),1,0.2355388944555783,0.9165512390392324,1.9851926115732752,2.151880110049305,1,0.99,1.9851926115732754,1
59,560,4.849745477638519,7.949882786370899,POINT (4.849745477638518 7.949882786370899),1,0.9768598276036402,0.4711102311147816,1.3901905209479848,1.2894554997662973,1,1.0,1.390190520947985,1
60,561,6.264180805983537,1.5631013608049216,POINT (6.264180805983537 1.563101360804922),1,0.5996754663017119,0.0775957943794614,-0.16753715055990392,-0.37762067694042206,1,1.0,-0.16753715055990392,1
61,565,1.982536700911928,4.376433912328573,POINT (1.982536700911928 4.376433912328573),1,0.4592197641569279,0.42856978747162255,0.7449291265717957,0.6614257106531047,1,1.0,0.7449291265717956,1
62,567,2.0888335201613257,5.211622131525695,POINT (2.088833520161326 5.211622131525695),1,0.5726320725038081,0.8886731289206509,2.2386514592657605,2.1602312813889744,1,1.0,2.2386514592657605,1
63,569,8.261826997237293,9.18442254358257,POINT (8.261826997237293 9.184422543582571),1,0.2016356951883688,0.1233451741424264,-0.42832878238435207,-0.4655095453124376,1,1.0,-0.428328782384352,1
64,570,3.9058856824583783,2.4951536958411102,POINT (3.905885682458379 2.49515369584111),1,0.3684766181330713,0.4077341414053264,0.5916790423490506,0.5560268961039844,1,1.0,0.5916790423490504,1
65,571,9.106988099150524,8.083968596759856,POINT (9.106988099150525 8.083968596759858),1,0.9453790571948604,0.23099176141836064,0.6383543414499422,0.6677808476623909,1,1.0,0.6383543414499423,1
66,555,1.626811814430521,4.081716994349312,POINT (1.626811814430521 4.081716994349311),1,0.4390847984773033,0.7784394019350972,1.774403004282595,1.7212819324237871,1,1.0,1.7744030042825947,1
67,572,8.499841114713387,6.4112526303002415,POINT (8.499841114713387 6.411252630300242),1,0.9204956973073448,0.3438932023978487,0.9521753045008912,0.8429844691982903,1,1.0,0.9521753045008909,1
68,574,7.387692219398669,7.04238346779917,POINT (7.387692219398669 7.04238346779917),1,0.09198309425888153,0.9014291952486579,1.7962706800048558,1.6969982313046246,1,1.0,1.7962706800048553,1
69,575,6.246435409483199,1.2735054275260094,POINT (6.246435409483199 1.273505427526009),1,0.6997470109458153,0.6552855499166441,1.6656036606957478,1.6163032728765705,1,1.0,1.6656036606957476,1
70,576,5.552169240988474,0.22964309719662454,POINT (5.552169240988474 0.2296430971966246),1,0.2826677173391804,0.8021838298310691,1.6892192068323877,1.7527737403624886,1,1.0,1.6892192068323877,1
71,578,3.3522179691260714,7.898812773199585,POINT (3.352217969126071 7.898812773199585),1,0.5775018088049023,0.1469115433433058,0.01823643883481973,0.2519873177697595,1,1.0,0.018236438834819735,1
72,584,8.953031406805431,7.0249761550506635,POINT (8.953031406805433 7.024976155050664),1,0.8648124714638115,0.5822356667813481,1.6115194718078554,1.5319388823540592,1,1.0,1.6115194718078556,1
73,587,2.0298497318404065,9.217929380820692,POINT (2.029849731840407 9.217929380820692),1,0.5958720446707461,0.054057257072352094,-0.2419561841121977,-0.3797220473178975,1,1.0,-0.24195618411219766,1
74,588,4.5619822063229005,8.710856936894926,POINT (4.5619822063229 8.710856936894926),1,0.2608874441285971,0.34643852241863504,0.3002030113845022,0.2735639328930041,1,1.0,0.3002030113845022,1
75,573,5.616303730207304,0.4378527837070134,POINT (5.616303730207304 0.4378527837070134),1,0.3304363200704337,0.9504141986986676,2.1816789161664367,2.188077098300637,1,1.0,2.1816789161664367,1
76,477,3.5516314760552348,6.586673296944277,POINT (3.551631476055235 6.586673296944277),1,0.7720621596921271,0.28495700427091275,0.6269331725048652,0.5605692626434635,1,1.0,0.6269331725048654,1
77,474,5.065422624164716,8.624599427386169,POINT (5.065422624164717 8.624599427386171),1,0.90355492435303,0.9087752210033416,2.629880587363054,2.6983460127544867,1,1.0,2.6298805873630546,1
78,470,7.814110552243934,6.8054130819064556,POINT (7.814110552243934 6.805413081906456),1,0.9657959505383374,0.9764677021150481,2.8951990568834813,2.9501916285428615,1,1.0,2.8951990568834813,1
79,346,9.31704701038662,7.019639124759553,POINT (9.31704701038662 7.019639124759552),1,0.8971659161272358,0.4488329818787985,1.2436648617636314,1.2539110368193294,1,1.0,1.2436648617636312,1
80,351,4.054580162342443,6.612475058875972,POINT (4.054580162342443 6.612475058875972),1,0.3953598152790101,0.840117397350922,1.915712007331776,1.8869723649926813,1,1.0,1.9157120073317757,1
81,353,7.2026498047853185,9.54774550010449,POINT (7.202649804785319 9.54774550010449),1,0.4029455842393456,0.4417855036142976,0.7283020950822383,0.8431286922478649,1,1.0,0.7283020950822383,1
82,355,7.676325371172322,8.547426384627027,POINT (7.676325371172322 8.547426384627027),1,0.16830332456124494,0.9017924021752092,1.8736805310868732,1.790705629214971,1,1.0,1.8736805310868725,1
83,358,4.224947379024677,8.807391334962398,POINT (4.224947379024677 8.807391334962398),1,0.4524935552835169,0.9950487927486364,2.4376399335294265,2.547110523075541,1,1.0,2.4376399335294265,1
84,360,5.019769354391233,9.401686540554099,POINT (5.019769354391233 9.401686540554099),1,0.1651874801175861,0.08701810282050881,-0.5737582114208875,-0.547725559023328,1,1.0,-0.5737582114208875,1
85,363,8.615885817487108,5.989898913873848,POINT (8.615885817487108 5.989898913873847),1,0.8101197916944747,0.12761505293519435,0.19296495050005769,0.23017397416767615,1,1.0,0.19296495050005769,1
86,365,6.99633466010737,7.823630017924472,POINT (6.996334660107369 7.823630017924473),1,0.27324650583798915,0.13503187879778922,-0.3216578577686432,-0.2682878256830909,1,1.0,-0.3216578577686432,1
87,369,5.775266657412264,0.613623432007856,POINT (5.775266657412265 0.613623432007856),1,0.2576996978933949,0.8503484889500682,1.8087451647435997,1.6836747303299322,1,1.0,1.8087451647435995,1
88,370,7.793151323712435,2.8900632901047274,POINT (7.793151323712435 2.890063290104727),1,0.12853841611917516,0.6043573892031423,0.9416105837286021,1.0793435184374889,1,1.0,0.941610583728602,1
89,371,3.239867516397908,7.08301763711519,POINT (3.239867516397907 7.08301763711519),1,0.6132521766928606,0.9917331042558184,2.588451489460316,2.649306042690545,1,1.0,2.588451489460316,1
90,374,9.256750438386867,6.7619653305497085,POINT (9.256750438386867 6.761965330549708),1,0.7052220832670384,0.5957744553660241,1.4925454493651111,1.5769034021773014,1,1.0,1.492545449365111,1
91,378,6.323003370518966,0.12479345923109952,POINT (6.323003370518966 0.1247934592310995),1,0.942626632326476,0.5545093848381338,1.606154786840878,1.7250246307908002,1,1.0,1.6061547868408776,1
92,382,7.482980822930381,9.407229933116517,POINT (7.482980822930381 9.407229933116517),1,0.06888349437645203,0.9752267305494348,1.9945636860247564,1.8789522283726123,1,0.98,1.9945636860247562,1
93,387,7.749060200318416,8.565043291294067,POINT (7.749060200318416 8.565043291294069),1,0.9465347077345976,0.7973096184586854,2.3384635631106545,2.392645399264942,1,1.0,2.338463563110654,1
94,345,2.364549736081286,2.780112825053464,POINT (2.364549736081286 2.780112825053464),1,0.40710776086611256,0.1519229456908372,-0.13712340206137585,-0.185775246719472,1,1.0,-0.13712340206137585,1
95,344,5.156277692944181,8.296161889263427,POINT (5.156277692944182 8.296161889263427),1,0.13681914136630646,0.5508009637036392,0.7892220324772239,0.7189163651293127,1,1.0,0.7892220324772239,1
96,343,2.8632402027252013,7.544950699125267,POINT (2.863240202725201 7.544950699125268),1,0.4399027659467141,0.975233049750648,2.365601915198658,2.3819276359438675,1,1.0,2.365601915198658,1
97,342,9.596939734228556,6.258303032924617,POINT (9.596939734228558 6.258303032924618),1,0.5835062433920251,0.9079302423126642,2.3072969703300177,2.4456769853713745,1,1.0,2.3072969703300177,1
98,315,7.779906519789868,2.5670305060304086,POINT (7.779906519789867 2.567030506030409),1,0.6646419070907199,0.3288691851124625,0.6512494624281078,0.6264758752106968,1,1.0,0.6512494624281073,1
99,316,7.336777800804553,0.5666465369421658,POINT (7.336777800804553 0.5666465369421658),1,0.33281742906178313,0.8086106876231404,1.7586494919312043,1.7944447524547809,1,1.0,1.7586494919312041,1
100,317,9.525933281150369,6.578078077768166,POINT (9.525933281150371 6.578078077768166),1,0.5651760984944947,0.1260636801012206,-0.05663286120184353,-0.11638022861515597,1,1.0,-0.05663286120184352,1
101,319,6.215680175100047,0.5894713291721032,POINT (6.215680175100048 0.5894713291721032),1,0.35292379020215736,0.7293324777129956,1.5409212233411438,1.5342647023234133,1,1.0,1.540921223341144,1
102,320,5.030310139424428,9.34914143211057,POINT (5.030310139424428 9.349141432110571),1,0.3489397304842493,0.8790322940750526,1.986036612709407,1.7711683327722212,1,1.0,1.9860366127094067,1
103,321,7.080108541044061,2.432926418243111,POINT (7.080108541044061 2.432926418243111),1,0.8835659726812329,0.15120382883380626,0.3371774591826515,0.2206765808923884,1,1.0,0.33717745918265174,1
104,322,8.310262453860279,7.979479889674474,POINT (8.310262453860279 7.979479889674474),1,0.7521673905447175,0.9423939685379112,2.5793492961584508,2.5725058330564985,1,1.0,2.579349296158451,1
105,391,8.266307462305196,9.165975274005657,POINT (8.266307462305196 9.165975274005657),1,0.7073774394310479,0.5201589383417289,1.2678542544562346,1.2512983326693543,1,1.0,1.2678542544562346,1
106,323,5.458947628439505,9.637204993371336,POINT (5.458947628439505 9.637204993371336),1,0.7306443976936267,0.461253917259038,1.1144061494707405,0.9514211494820656,1,1.0,1.114406149470741,1
107,327,7.708820033593991,1.328931762853767,POINT (7.708820033593991 1.328931762853767),1,0.6951387172494978,0.46337173189858,1.0852539129452374,1.0291109642776557,1,1.0,1.0852539129452379,1
108,328,6.390830120717148,1.8354399151319467,POINT (6.390830120717147 1.835439915131947),1,0.9417122075169588,0.6423018349941712,1.8686177124994725,1.970000172891188,1,1.0,1.8686177124994723,1
109,329,8.988367148588168,7.5696323055329815,POINT (8.988367148588168 7.569632305532981),1,0.07852877998579844,0.7393969572824236,1.2967196518330693,1.1728992873077673,1,1.0,1.2967196518330693,1
110,331,4.053085548037251,6.501345503215302,POINT (4.053085548037252 6.501345503215302),1,0.8562915887956988,0.3145514177248958,0.7999458419703862,0.9007296796914896,1,1.0,0.7999458419703862,1
111,332,4.270503426548771,7.903829110035592,POINT (4.270503426548771 7.903829110035593),1,0.13748741667848496,0.18913487331339615,-0.2951079633813265,-0.3188783782852575,1,1.0,-0.2951079633813266,1
112,333,7.998047573159174,2.4543889953471747,POINT (7.998047573159174 2.454388995347175),1,0.019696401437478417,0.09543136113225548,-0.6940095151657552,-0.7466919436644875,1,1.0,-0.6940095151657552,1
113,338,5.5377862426686635,7.6578807327154195,POINT (5.537786242668663 7.657880732715419),1,0.7168703309913717,0.3122866215742461,0.6537301957141102,0.6835848444722296,1,1.0,0.6537301957141098,1
114,324,0.3755085632255184,6.2221203893599615,POINT (0.3755085632255184 6.222120389359961),1,0.9872694402678042,0.8252573347722046,2.4630414445844178,2.598293439450712,1,1.0,2.4630414445844178,1
115,392,6.197949583187457,0.7359501050730832,POINT (6.197949583187457 0.7359501050730832),1,0.6460759328759871,0.06759357186690085,-0.15114335152331038,-0.12688313583716684,1,1.0,-0.15114335152331038,1
116,396,5.1284974150880345,0.2623142374542897,POINT (5.128497415088034 0.2623142374542897),1,0.8736585954845676,0.2995311780151303,0.7722521295299585,0.7631655934002167,1,1.0,0.7722521295299585,1
117,397,4.0280458089651425,8.925013451881291,POINT (4.028045808965142 8.925013451881291),1,0.5101505294570086,0.9127763423196212,2.248479556415872,2.2857265771586985,1,1.0,2.248479556415872,1
118,439,0.423085468292912,9.818356392136087,POINT (0.4230854682929119 9.818356392136089),1,0.4971849095976824,0.2971798134409073,0.3887243499204041,0.3342282271836064,1,1.0,0.3887243499204043,1
119,440,0.15593681229759349,5.891765619748887,POINT (0.1559368122975935 5.891765619748886),1,0.54078053105839,0.3798086087489572,0.6802063573052615,0.6733036193310313,1,1.0,0.6802063573052617,1
120,444,7.888795271586285,7.820378827485489,POINT (7.888795271586284 7.820378827485489),1,0.9228143526181072,0.7879862720670948,2.2867731688193915,2.347045497721198,1,1.0,2.2867731688193915,1
121,445,6.901436807004473,2.034451304232652,POINT (6.901436807004472 2.034451304232652),1,0.2908105452529741,0.5068072212580245,0.8112322090270474,0.7728747430175644,1,1.0,0.8112322090270474,1
122,447,3.583189840518688,9.517183440042883,POINT (3.583189840518688 9.517183440042885),1,0.0803397830153858,0.5149307365796046,0.6251319927541998,0.6174150378723197,1,1.0,0.6251319927541998,1
123,449,9.94462363769616,5.989080995404372,POINT (9.944623637696161 5.989080995404372),1,0.8992918966862586,0.4502101090136039,1.2499222237270704,1.320664379432801,1,1.0,1.2499222237270704,1
124,452,0.9804719342560786,9.814703148031397,POINT (0.9804719342560786 9.814703148031395),1,0.43251432001035,0.7857292971220367,1.7897022113764598,1.8302651959552123,1,1.0,1.78970221137646,1
125,436,7.1177723629207685,8.154572261465981,POINT (7.117772362920769 8.154572261465979),1,0.25775080497822,0.4085887497467439,0.4835170542184517,0.5636053724858867,1,1.0,0.4835170542184517,1
126,453,8.269909984311704,7.1221841513136885,POINT (8.269909984311704 7.122184151313689),1,0.07912592790433193,0.18342418310132855,-0.3706015227916824,-0.4253682972069477,1,1.0,-0.37060152279168246,1
127,456,7.749944519946905,2.410521635938915,POINT (7.749944519946905 2.410521635938915),1,0.19241075232087268,0.7829988801090346,1.5414073926479768,1.5446854686039486,1,1.0,1.5414073926479765,1
128,457,1.630476067725819,9.040190384041257,POINT (1.630476067725819 9.040190384041257),1,0.09392197907914457,0.9430736577093763,1.9231429522072732,1.934125806184867,1,0.99,1.9231429522072736,1
129,458,6.84962586199261,2.565810519512829,POINT (6.84962586199261 2.565810519512829),1,0.4652976292915747,0.27410963235252683,0.2876265263491553,0.24622342843442124,1,1.0,0.2876265263491552,1
130,464,3.5823712280954085,3.0793094316097047,POINT (3.582371228095409 3.079309431609705),1,0.461015239840278,0.06707315200181517,-0.3377653041542764,-0.433694527508413,1,1.0,-0.33776530415427647,1
131,465,7.392756985945122,1.188732128660388,POINT (7.392756985945122 1.188732128660388),1,0.5350180398060469,0.81732493054886,1.9869928314526268,1.9991851352396075,1,1.0,1.986992831452627,1
132,466,0.5229459469481701,8.625053258586219,POINT (0.5229459469481701 8.625053258586219),1,0.8795773645639132,0.917979728242462,2.6335165492912997,2.6154036034833354,1,1.0,2.6335165492912993,1
133,469,6.025374163387831,9.456782344867491,POINT (6.02537416338783 9.456782344867491),1,0.9355766086037994,0.29415394400826195,0.8180384406285854,0.7678268753533052,1,1.0,0.8180384406285853,1
134,455,3.339451210527681,3.1984254186306154,POINT (3.339451210527681 3.198425418630615),1,0.4633873648323783,0.1541613266267816,-0.07412865528727686,-0.039679208286054375,1,1.0,-0.07412865528727697,1
135,638,8.281304248448473,2.3656996820442444,POINT (8.281304248448473 2.365699682044244),1,0.29966884501576296,0.8333773200632756,1.7998008052055896,1.8305598038298736,1,1.0,1.7998008052055898,1
136,435,7.683999830097601,1.4456500131234418,POINT (7.683999830097601 1.445650013123442),1,0.4519836487289554,0.4580370513458505,0.8260948027665069,0.7775578405509251,1,1.0,0.8260948027665069,1
137,431,6.189808927193687,1.3474536116689262,POINT (6.189808927193686 1.347453611668926),1,0.5371792471492955,0.1599047807605225,0.016893589430863054,-0.06591525554018493,1,1.0,0.016893589430863054,1
138,399,1.865526419682312,8.189541224151068,POINT (1.865526419682312 8.189541224151068),1,0.4974867504338553,0.3864173987056879,0.6567389465509192,0.7611710508064873,1,1.0,0.6567389465509192,1
139,402,8.887569945493139,6.337101413610782,POINT (8.887569945493139 6.337101413610781),1,0.1950382626006988,0.3224615390506288,0.1624228797525853,0.2340777831808661,1,1.0,0.16242287975258518,1
140,407,1.6317709889853094,9.728224285839444,POINT (1.631770988985309 9.728224285839445),1,0.010696446306498908,0.470010812380245,0.4207288834472338,0.4136696821106282,1,1.0,0.4207288834472338,1
141,412,3.3484717702241515,3.6796285172945513,POINT (3.348471770224152 3.679628517294551),1,0.3474161079226654,0.17975162993002616,-0.11332900228725618,-0.30363057523480474,1,1.0,-0.11332900228725606,1
142,413,8.815782069772684,7.952148759774668,POINT (8.815782069772684 7.952148759774667),1,0.1309699525010426,0.4636228175804473,0.5218384052423846,0.4663119264303885,1,1.0,0.5218384052423846,1
143,414,4.089329212615547,5.569505588058004,POINT (4.089329212615546 5.569505588058004),1,0.7640611164865917,0.7906716970530199,2.1360762076456514,2.0626893598194096,1,1.0,2.1360762076456514,1
144,416,5.461436725823081,0.21019513104952206,POINT (5.46143672582308 0.210195131049522),1,0.2238691683110228,0.33606621018662863,0.23206779887090856,0.17343534612472844,1,1.0,0.23206779887090856,1
